step,action,action_name,reward,reward_ext,reward_ride,reward_train,ride_control_reward,ride_count_scale,done,truncated,agent_x,agent_y,agent_dir,carrying
1,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
2,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
3,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
4,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
5,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
6,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
7,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
8,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
9,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
10,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
11,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
12,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
13,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
14,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
15,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
16,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
17,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
18,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
19,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
20,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
21,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
22,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
23,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
24,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
25,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
26,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
27,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
28,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
29,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
30,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
31,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
32,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
33,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
34,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
35,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
36,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
37,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
38,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
39,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
40,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,3,
