step,action,action_name,reward,reward_ext,reward_ride,reward_train,ride_control_reward,ride_count_scale,done,truncated,agent_x,agent_y,agent_dir,carrying
1,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,2,5,1,
2,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,2,5,1,key
3,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,2,5,0,key
4,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,2,5,0,key
5,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,0,key
6,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,4,5,0,key
7,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,5,5,0,key
8,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,6,5,0,key
9,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,6,5,1,key
10,2,forward,0.9859375,0.9859375,0.0,0.9859375,0.0,1.0,True,False,6,6,1,key
