step,action,action_name,reward,reward_ext,reward_ride,reward_train,ride_control_reward,ride_count_scale,done,truncated,agent_x,agent_y,agent_dir,carrying
1,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,4,3,
2,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,4,3,key
3,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,3,3,key
4,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,2,3,key
5,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,3,key
6,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,2,key
7,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,1,key
8,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,2,1,key
9,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,3,1,key
10,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,4,1,key
11,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,1,key
12,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,0,key
13,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,0,key
14,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,2,5,0,key
15,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,0,key
16,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,5,1,key
17,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,6,1,key
18,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,6,0,key
19,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,4,6,0,key
20,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,5,6,0,key
21,2,forward,0.97046875,0.97046875,0.0,0.97046875,0.0,1.0,True,False,6,6,0,key
