step,action,action_name,reward,reward_ext,reward_ride,reward_train,ride_control_reward,ride_count_scale,done,truncated,agent_x,agent_y,agent_dir,carrying
1,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,2,
2,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,3,
3,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,0,
4,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,1,
5,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,2,
6,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,3,
7,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,0,
8,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,1,
9,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,2,
10,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,3,
11,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,0,
12,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,1,
13,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,2,
14,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,3,
15,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,0,
16,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,1,
17,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,2,
18,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,3,
19,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,0,
20,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,1,
21,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,2,
22,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,3,
23,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,0,
24,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,1,
25,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,2,
26,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,3,
27,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,0,
28,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,1,
29,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,2,
30,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,3,
31,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,0,
32,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,1,
33,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,2,
34,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,3,
35,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,0,
36,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,1,
37,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,2,
38,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,3,
39,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,0,
40,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,1,
41,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,2,
42,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,3,
43,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,0,
44,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,1,
45,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,2,
46,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,3,
47,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,0,
48,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,1,
49,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,2,
50,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,3,
51,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,0,
52,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,1,
53,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,2,
54,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,3,
55,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,0,
56,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,1,
57,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,2,
58,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,3,
59,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,0,
60,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,1,
61,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,2,
62,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,3,
63,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,0,
