step,action,action_name,reward,reward_ext,reward_ride,reward_train,ride_control_reward,ride_count_scale,done,truncated,agent_x,agent_y,agent_dir,carrying
1,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,4,3,
2,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,3,3,
3,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,2,3,
4,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,2,3,key
5,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,3,key
6,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,2,key
7,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,1,key
8,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,0,key
9,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,1,key
10,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,0,key
11,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,1,key
12,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,0,key
13,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,1,key
14,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,0,key
15,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,1,key
16,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,0,key
17,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,1,key
18,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,0,key
19,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,1,key
20,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,0,key
21,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,1,key
22,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,0,key
23,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,1,key
24,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,0,key
