step,action,action_name,reward,reward_ext,reward_ride,reward_train,ride_control_reward,ride_count_scale,done,truncated,agent_x,agent_y,agent_dir,carrying
1,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
2,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
3,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
4,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
5,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
6,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
7,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
8,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
9,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
10,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
11,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
12,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
13,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
14,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
15,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
16,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
17,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
18,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
19,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
20,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
21,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
22,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
23,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
24,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
25,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
26,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
27,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
28,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
29,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
30,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
31,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
32,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
33,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
34,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
35,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
36,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
37,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
38,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
39,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
40,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
41,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
42,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
43,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
44,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
45,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
46,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
47,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
48,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
49,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
50,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
51,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
52,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
53,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
54,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
55,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
56,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
57,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
58,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
59,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
60,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
61,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
62,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
63,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
64,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
65,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
66,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
67,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
68,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
69,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
70,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
71,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
72,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
73,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
74,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
75,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
76,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
77,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
78,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
79,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
80,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
81,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
82,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
83,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
84,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
85,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
86,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
87,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
88,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
89,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
90,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
91,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
92,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
93,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
94,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
95,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
96,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
97,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
98,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
99,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
100,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
101,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
102,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
103,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
104,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
105,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
106,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
107,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
108,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,5,3,
