step,action,action_name,reward,reward_ext,reward_ride,reward_train,ride_control_reward,ride_count_scale,done,truncated,agent_x,agent_y,agent_dir,carrying
1,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,6,0,
2,3,pickup,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,False,False,1,6,0,
3,3,pickup,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,False,False,1,6,0,
4,3,pickup,0.0,0.0,0.0,0.0,0.0,0.5,False,False,1,6,0,
5,3,pickup,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,False,False,1,6,0,
6,3,pickup,0.0,0.0,0.0,0.0,0.0,0.4082482904638631,False,False,1,6,0,
7,3,pickup,0.0,0.0,0.0,0.0,0.0,0.3779644730092272,False,False,1,6,0,
8,3,pickup,0.0,0.0,0.0,0.0,0.0,0.35355339059327373,False,False,1,6,0,
9,3,pickup,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,False,False,1,6,0,
10,3,pickup,0.0,0.0,0.0,0.0,0.0,0.31622776601683794,False,False,1,6,0,
11,3,pickup,0.0,0.0,0.0,0.0,0.0,0.30151134457776363,False,False,1,6,0,
12,3,pickup,0.0,0.0,0.0,0.0,0.0,0.2886751345948129,False,False,1,6,0,
13,3,pickup,0.0,0.0,0.0,0.0,0.0,0.2773500981126146,False,False,1,6,0,
14,3,pickup,0.0,0.0,0.0,0.0,0.0,0.2672612419124244,False,False,1,6,0,
15,3,pickup,0.0,0.0,0.0,0.0,0.0,0.2581988897471611,False,False,1,6,0,
16,3,pickup,0.0,0.0,0.0,0.0,0.0,0.25,False,False,1,6,0,
17,3,pickup,0.0,0.0,0.0,0.0,0.0,0.24253562503633297,False,False,1,6,0,
18,3,pickup,0.0,0.0,0.0,0.0,0.0,0.23570226039551587,False,False,1,6,0,
19,3,pickup,0.0,0.0,0.0,0.0,0.0,0.22941573387056174,False,False,1,6,0,
20,3,pickup,0.0,0.0,0.0,0.0,0.0,0.22360679774997896,False,False,1,6,0,
21,3,pickup,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,False,False,1,6,0,
22,3,pickup,0.0,0.0,0.0,0.0,0.0,0.21320071635561041,False,False,1,6,0,
23,3,pickup,0.0,0.0,0.0,0.0,0.0,0.20851441405707477,False,False,1,6,0,
24,3,pickup,0.0,0.0,0.0,0.0,0.0,0.20412414523193154,False,False,1,6,0,
25,3,pickup,0.0,0.0,0.0,0.0,0.0,0.2,False,False,1,6,0,
26,3,pickup,0.0,0.0,0.0,0.0,0.0,0.19611613513818404,False,False,1,6,0,
27,3,pickup,0.0,0.0,0.0,0.0,0.0,0.19245008972987526,False,False,1,6,0,
28,3,pickup,0.0,0.0,0.0,0.0,0.0,0.1889822365046136,False,False,1,6,0,
29,3,pickup,0.0,0.0,0.0,0.0,0.0,0.18569533817705186,False,False,1,6,0,
30,3,pickup,0.0,0.0,0.0,0.0,0.0,0.18257418583505536,False,False,1,6,0,
31,3,pickup,0.0,0.0,0.0,0.0,0.0,0.1796053020267749,False,False,1,6,0,
32,3,pickup,0.0,0.0,0.0,0.0,0.0,0.17677669529663687,False,False,1,6,0,
33,3,pickup,0.0,0.0,0.0,0.0,0.0,0.17407765595569785,False,False,1,6,0,
34,3,pickup,0.0,0.0,0.0,0.0,0.0,0.17149858514250882,False,False,1,6,0,
35,3,pickup,0.0,0.0,0.0,0.0,0.0,0.1690308509457033,False,False,1,6,0,
36,3,pickup,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,False,False,1,6,0,
