step,action,action_name,reward,reward_ext,reward_ride,reward_train,ride_control_reward,ride_count_scale,done,truncated,agent_x,agent_y,agent_dir,carrying
1,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,1,
2,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,2,1,
3,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,2,1,key
4,3,pickup,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,False,False,1,2,1,key
5,3,pickup,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,False,False,1,2,1,key
6,3,pickup,0.0,0.0,0.0,0.0,0.0,0.5,False,False,1,2,1,key
7,3,pickup,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,False,False,1,2,1,key
8,3,pickup,0.0,0.0,0.0,0.0,0.0,0.4082482904638631,False,False,1,2,1,key
9,3,pickup,0.0,0.0,0.0,0.0,0.0,0.3779644730092272,False,False,1,2,1,key
10,3,pickup,0.0,0.0,0.0,0.0,0.0,0.35355339059327373,False,False,1,2,1,key
11,3,pickup,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,False,False,1,2,1,key
12,3,pickup,0.0,0.0,0.0,0.0,0.0,0.31622776601683794,False,False,1,2,1,key
13,3,pickup,0.0,0.0,0.0,0.0,0.0,0.30151134457776363,False,False,1,2,1,key
14,3,pickup,0.0,0.0,0.0,0.0,0.0,0.2886751345948129,False,False,1,2,1,key
15,3,pickup,0.0,0.0,0.0,0.0,0.0,0.2773500981126146,False,False,1,2,1,key
16,3,pickup,0.0,0.0,0.0,0.0,0.0,0.2672612419124244,False,False,1,2,1,key
17,3,pickup,0.0,0.0,0.0,0.0,0.0,0.2581988897471611,False,False,1,2,1,key
18,3,pickup,0.0,0.0,0.0,0.0,0.0,0.25,False,False,1,2,1,key
19,3,pickup,0.0,0.0,0.0,0.0,0.0,0.24253562503633297,False,False,1,2,1,key
20,3,pickup,0.0,0.0,0.0,0.0,0.0,0.23570226039551587,False,False,1,2,1,key
21,3,pickup,0.0,0.0,0.0,0.0,0.0,0.22941573387056174,False,False,1,2,1,key
22,3,pickup,0.0,0.0,0.0,0.0,0.0,0.22360679774997896,False,False,1,2,1,key
23,3,pickup,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,False,False,1,2,1,key
24,3,pickup,0.0,0.0,0.0,0.0,0.0,0.21320071635561041,False,False,1,2,1,key
25,3,pickup,0.0,0.0,0.0,0.0,0.0,0.20851441405707477,False,False,1,2,1,key
26,3,pickup,0.0,0.0,0.0,0.0,0.0,0.20412414523193154,False,False,1,2,1,key
27,3,pickup,0.0,0.0,0.0,0.0,0.0,0.2,False,False,1,2,1,key
28,3,pickup,0.0,0.0,0.0,0.0,0.0,0.19611613513818404,False,False,1,2,1,key
29,3,pickup,0.0,0.0,0.0,0.0,0.0,0.19245008972987526,False,False,1,2,1,key
30,3,pickup,0.0,0.0,0.0,0.0,0.0,0.1889822365046136,False,False,1,2,1,key
31,3,pickup,0.0,0.0,0.0,0.0,0.0,0.18569533817705186,False,False,1,2,1,key
32,3,pickup,0.0,0.0,0.0,0.0,0.0,0.18257418583505536,False,False,1,2,1,key
33,3,pickup,0.0,0.0,0.0,0.0,0.0,0.1796053020267749,False,False,1,2,1,key
34,3,pickup,0.0,0.0,0.0,0.0,0.0,0.17677669529663687,False,False,1,2,1,key
35,3,pickup,0.0,0.0,0.0,0.0,0.0,0.17407765595569785,False,False,1,2,1,key
36,3,pickup,0.0,0.0,0.0,0.0,0.0,0.17149858514250882,False,False,1,2,1,key
37,3,pickup,0.0,0.0,0.0,0.0,0.0,0.1690308509457033,False,False,1,2,1,key
38,3,pickup,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,False,False,1,2,1,key
39,3,pickup,0.0,0.0,0.0,0.0,0.0,0.1643989873053573,False,False,1,2,1,key
40,3,pickup,0.0,0.0,0.0,0.0,0.0,0.16222142113076254,False,False,1,2,1,key
41,3,pickup,0.0,0.0,0.0,0.0,0.0,0.16012815380508713,False,False,1,2,1,key
42,3,pickup,0.0,0.0,0.0,0.0,0.0,0.15811388300841897,False,False,1,2,1,key
43,3,pickup,0.0,0.0,0.0,0.0,0.0,0.15617376188860607,False,False,1,2,1,key
44,3,pickup,0.0,0.0,0.0,0.0,0.0,0.1543033499620919,False,False,1,2,1,key
45,3,pickup,0.0,0.0,0.0,0.0,0.0,0.15249857033260467,False,False,1,2,1,key
46,3,pickup,0.0,0.0,0.0,0.0,0.0,0.15075567228888181,False,False,1,2,1,key
47,3,pickup,0.0,0.0,0.0,0.0,0.0,0.14907119849998599,False,False,1,2,1,key
48,3,pickup,0.0,0.0,0.0,0.0,0.0,0.14744195615489714,False,False,1,2,1,key
49,3,pickup,0.0,0.0,0.0,0.0,0.0,0.14586499149789456,False,False,1,2,1,key
50,3,pickup,0.0,0.0,0.0,0.0,0.0,0.14433756729740646,False,False,1,2,1,key
51,3,pickup,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,False,False,1,2,1,key
52,3,pickup,0.0,0.0,0.0,0.0,0.0,0.1414213562373095,False,False,1,2,1,key
53,3,pickup,0.0,0.0,0.0,0.0,0.0,0.14002800840280097,False,False,1,2,1,key
54,3,pickup,0.0,0.0,0.0,0.0,0.0,0.1386750490563073,False,False,1,2,1,key
55,3,pickup,0.0,0.0,0.0,0.0,0.0,0.13736056394868904,False,False,1,2,1,key
56,3,pickup,0.0,0.0,0.0,0.0,0.0,0.13608276348795434,False,False,1,2,1,key
57,3,pickup,0.0,0.0,0.0,0.0,0.0,0.13483997249264842,False,False,1,2,1,key
58,3,pickup,0.0,0.0,0.0,0.0,0.0,0.1336306209562122,False,False,1,2,1,key
59,3,pickup,0.0,0.0,0.0,0.0,0.0,0.13245323570650439,False,False,1,2,1,key
60,3,pickup,0.0,0.0,0.0,0.0,0.0,0.13130643285972254,False,False,1,2,1,key
61,3,pickup,0.0,0.0,0.0,0.0,0.0,0.13018891098082389,False,False,1,2,1,key
62,3,pickup,0.0,0.0,0.0,0.0,0.0,0.12909944487358055,False,False,1,2,1,key
63,3,pickup,0.0,0.0,0.0,0.0,0.0,0.12803687993289598,False,False,1,2,1,key
64,3,pickup,0.0,0.0,0.0,0.0,0.0,0.1270001270001905,False,False,1,2,1,key
65,3,pickup,0.0,0.0,0.0,0.0,0.0,0.1259881576697424,False,False,1,2,1,key
66,3,pickup,0.0,0.0,0.0,0.0,0.0,0.125,False,False,1,2,1,key
67,3,pickup,0.0,0.0,0.0,0.0,0.0,0.12403473458920847,False,False,1,2,1,key
68,3,pickup,0.0,0.0,0.0,0.0,0.0,0.12309149097933272,False,False,1,2,1,key
69,3,pickup,0.0,0.0,0.0,0.0,0.0,0.12216944435630522,False,False,1,2,1,key
70,3,pickup,0.0,0.0,0.0,0.0,0.0,0.12126781251816648,False,False,1,2,1,key
71,3,pickup,0.0,0.0,0.0,0.0,0.0,0.1203858530857692,False,False,1,2,1,key
72,3,pickup,0.0,0.0,0.0,0.0,0.0,0.11952286093343936,False,False,1,2,1,key
73,3,pickup,0.0,0.0,0.0,0.0,0.0,0.11867816581938533,False,False,1,2,1,key
74,3,pickup,0.0,0.0,0.0,0.0,0.0,0.11785113019775793,False,False,1,2,1,key
75,3,pickup,0.0,0.0,0.0,0.0,0.0,0.11704114719613057,False,False,1,2,1,key
76,3,pickup,0.0,0.0,0.0,0.0,0.0,0.11624763874381928,False,False,1,2,1,key
77,3,pickup,0.0,0.0,0.0,0.0,0.0,0.11547005383792514,False,False,1,2,1,key
78,3,pickup,0.0,0.0,0.0,0.0,0.0,0.11470786693528087,False,False,1,2,1,key
79,3,pickup,0.0,0.0,0.0,0.0,0.0,0.11396057645963795,False,False,1,2,1,key
80,3,pickup,0.0,0.0,0.0,0.0,0.0,0.11322770341445956,False,False,1,2,1,key
81,3,pickup,0.0,0.0,0.0,0.0,0.0,0.1125087900926024,False,False,1,2,1,key
82,3,pickup,0.0,0.0,0.0,0.0,0.0,0.11180339887498948,False,False,1,2,1,key
83,3,pickup,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,False,False,1,2,1,key
84,3,pickup,0.0,0.0,0.0,0.0,0.0,0.11043152607484653,False,False,1,2,1,key
85,3,pickup,0.0,0.0,0.0,0.0,0.0,0.10976425998969035,False,False,1,2,1,key
86,3,pickup,0.0,0.0,0.0,0.0,0.0,0.1091089451179962,False,False,1,2,1,key
87,3,pickup,0.0,0.0,0.0,0.0,0.0,0.10846522890932808,False,False,1,2,1,key
88,3,pickup,0.0,0.0,0.0,0.0,0.0,0.10783277320343841,False,False,1,2,1,key
89,3,pickup,0.0,0.0,0.0,0.0,0.0,0.10721125348377948,False,False,1,2,1,key
90,3,pickup,0.0,0.0,0.0,0.0,0.0,0.10660035817780521,False,False,1,2,1,key
91,3,pickup,0.0,0.0,0.0,0.0,0.0,0.105999788000636,False,False,1,2,1,key
92,3,pickup,0.0,0.0,0.0,0.0,0.0,0.10540925533894598,False,False,1,2,1,key
93,3,pickup,0.0,0.0,0.0,0.0,0.0,0.10482848367219183,False,False,1,2,1,key
94,3,pickup,0.0,0.0,0.0,0.0,0.0,0.10425720702853739,False,False,1,2,1,key
95,3,pickup,0.0,0.0,0.0,0.0,0.0,0.10369516947304253,False,False,1,2,1,key
96,3,pickup,0.0,0.0,0.0,0.0,0.0,0.10314212462587934,False,False,1,2,1,key
97,3,pickup,0.0,0.0,0.0,0.0,0.0,0.10259783520851541,False,False,1,2,1,key
98,3,pickup,0.0,0.0,0.0,0.0,0.0,0.10206207261596577,False,False,1,2,1,key
99,3,pickup,0.0,0.0,0.0,0.0,0.0,0.10153461651336192,False,False,1,2,1,key
100,3,pickup,0.0,0.0,0.0,0.0,0.0,0.10101525445522107,False,False,1,2,1,key
101,3,pickup,0.0,0.0,0.0,0.0,0.0,0.10050378152592121,False,False,1,2,1,key
102,3,pickup,0.0,0.0,0.0,0.0,0.0,0.1,False,False,1,2,1,key
103,3,pickup,0.0,0.0,0.0,0.0,0.0,0.09950371902099892,False,False,1,2,1,key
104,3,pickup,0.0,0.0,0.0,0.0,0.0,0.09901475429766744,False,False,1,2,1,key
105,3,pickup,0.0,0.0,0.0,0.0,0.0,0.09853292781642932,False,False,1,2,1,key
106,3,pickup,0.0,0.0,0.0,0.0,0.0,0.09805806756909202,False,False,1,2,1,key
107,3,pickup,0.0,0.0,0.0,0.0,0.0,0.09759000729485333,False,False,1,2,1,key
108,3,pickup,0.0,0.0,0.0,0.0,0.0,0.09712858623572641,False,False,1,2,1,key
109,3,pickup,0.0,0.0,0.0,0.0,0.0,0.09667364890456635,False,False,1,2,1,key
110,3,pickup,0.0,0.0,0.0,0.0,0.0,0.09622504486493763,False,False,1,2,1,key
111,3,pickup,0.0,0.0,0.0,0.0,0.0,0.09578262852211514,False,False,1,2,1,key
112,3,pickup,0.0,0.0,0.0,0.0,0.0,0.09534625892455924,False,False,1,2,1,key
113,3,pickup,0.0,0.0,0.0,0.0,0.0,0.0949157995752499,False,False,1,2,1,key
114,3,pickup,0.0,0.0,0.0,0.0,0.0,0.0944911182523068,False,False,1,2,1,key
115,3,pickup,0.0,0.0,0.0,0.0,0.0,0.09407208683835973,False,False,1,2,1,key
