step,action,action_name,reward,reward_ext,reward_ride,reward_train,ride_control_reward,ride_count_scale,done,truncated,agent_x,agent_y,agent_dir,carrying
1,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,1,
2,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,2,1,
3,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,2,1,key
4,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,3,1,key
5,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,3,0,key
6,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,3,0,key
7,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,2,3,0,key
8,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,3,0,key
9,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,4,3,0,key
10,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,5,3,0,key
11,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,6,3,0,key
12,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,6,3,1,key
13,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,6,4,1,key
14,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,6,5,1,key
15,2,forward,0.97890625,0.97890625,0.0,0.97890625,0.0,1.0,True,False,6,6,1,key
