step,action,action_name,reward,reward_ext,reward_ride,reward_train,ride_control_reward,ride_count_scale,done,truncated,agent_x,agent_y,agent_dir,carrying
1,3,pickup,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,1,1,key
2,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,2,1,key
3,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,1,2,0,key
4,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,2,2,0,key
5,5,toggle,0.0,0.0,0.0,0.0,0.0,1.0,False,False,2,2,0,key
6,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,3,2,0,key
7,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,4,2,0,key
8,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,4,2,1,key
9,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,4,3,1,key
10,0,left,0.0,0.0,0.0,0.0,0.0,1.0,False,False,4,3,0,key
11,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,5,3,0,key
12,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,6,3,0,key
13,1,right,0.0,0.0,0.0,0.0,0.0,1.0,False,False,6,3,1,key
14,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,6,4,1,key
15,2,forward,0.0,0.0,0.0,0.0,0.0,1.0,False,False,6,5,1,key
16,2,forward,0.9775,0.9775,0.0,0.9775,0.0,1.0,True,False,6,6,1,key
